
{time(millis):21243;temperature(*C):18.76;pressure(hPa):969.90;altitude(m):367.34;IMU(deg) X:282.56;Y:47.06;Z:-65.06;}
{time(millis):21368;temperature(*C):18.76;pressure(hPa):969.91;altitude(m):367.26;IMU(deg) X:281.81;Y:46.81;Z:-64.81;}
{time(millis):21492;temperature(*C):18.76;pressure(hPa):969.89;altitude(m):367.46;IMU(deg) X:281.13;Y:46.75;Z:-64.87;}
{time(millis):21617;temperature(*C):18.76;pressure(hPa):969.86;altitude(m):367.70;IMU(deg) X:280.31;Y:46.88;Z:-64.94;}
{time(millis):21742;temperature(*C):18.76;pressure(hPa):969.83;altitude(m):367.92;IMU(deg) X:279.50;Y:46.94;Z:-64.69;}
{time(millis):21867;temperature(*C):18.76;pressure(hPa):969.79;altitude(m):368.25;IMU(deg) X:278.81;Y:47.00;Z:-64.75;}
{time(millis):21992;temperature(*C):18.76;pressure(hPa):969.76;altitude(m):368.54;IMU(deg) X:278.38;Y:46.94;Z:-64.94;}
{time(millis):22117;temperature(*C):18.76;pressure(hPa):969.72;altitude(m):368.90;IMU(deg) X:278.00;Y:46.56;Z:-64.81;}
{time(millis):22242;temperature(*C):18.76;pressure(hPa):969.70;altitude(m):369.06;IMU(deg) X:277.75;Y:46.13;Z:-64.75;}
{time(millis):22367;temperature(*C):18.77;pressure(hPa):969.67;altitude(m):369.40;IMU(deg) X:277.25;Y:45.88;Z:-64.56;}
{time(millis):22496;temperature(*C):18.78;pressure(hPa):969.62;altitude(m):369.71;IMU(deg) X:277.00;Y:45.56;Z:-64.44;}
{time(millis):22620;temperature(*C):18.78;pressure(hPa):969.65;altitude(m):369.51;IMU(deg) X:276.50;Y:45.44;Z:-64.31;}
{time(millis):22745;temperature(*C):18.78;pressure(hPa):969.67;altitude(m):369.31;IMU(deg) X:276.06;Y:45.44;Z:-64.44;}
{time(millis):22870;temperature(*C):18.77;pressure(hPa):969.64;altitude(m):369.62;IMU(deg) X:275.44;Y:45.56;Z:-64.56;}
{time(millis):22994;temperature(*C):18.77;pressure(hPa):969.57;altitude(m):370.18;IMU(deg) X:274.94;Y:45.75;Z:-64.87;}
{time(millis):23119;temperature(*C):18.77;pressure(hPa):969.46;altitude(m):371.11;IMU(deg) X:274.75;Y:45.63;Z:-65.12;}
{time(millis):23244;temperature(*C):18.77;pressure(hPa):969.41;altitude(m):371.54;IMU(deg) X:274.38;Y:45.44;Z:-65.00;}
{time(millis):23369;temperature(*C):18.77;pressure(hPa):969.41;altitude(m):371.54;IMU(deg) X:274.06;Y:45.25;Z:-65.06;}
{time(millis):23494;temperature(*C):18.77;pressure(hPa):969.40;altitude(m):371.66;IMU(deg) X:273.13;Y:45.88;Z:-65.25;}
